naca2410
  1.000000  -0.000000
  0.999618  0.000072
  0.998471  0.000289
  0.996562  0.000648
  0.993893  0.001149
  0.990468  0.001789
  0.986293  0.002565
  0.981372  0.003474
  0.975714  0.004510
  0.969327  0.005670
  0.962220  0.006947
  0.954404  0.008337
  0.945889  0.009832
  0.936689  0.011427
  0.926817  0.013114
  0.916288  0.014886
  0.905118  0.016735
  0.893323  0.018654
  0.880920  0.020635
  0.867929  0.022670
  0.854369  0.024750
  0.840259  0.026868
  0.825622  0.029015
  0.810480  0.031183
  0.794855  0.033363
  0.778771  0.035549
  0.762252  0.037730
  0.745324  0.039900
  0.728012  0.042050
  0.710343  0.044172
  0.692344  0.046258
  0.674043  0.048301
  0.655467  0.050293
  0.636645  0.052226
  0.617606  0.054092
  0.598380  0.055885
  0.578997  0.057596
  0.559485  0.059220
  0.539877  0.060748
  0.520201  0.062175
  0.500489  0.063493
  0.480772  0.064697
  0.461081  0.065780
  0.441446  0.066738
  0.421898  0.067564
  0.402468  0.068254
  0.383073  0.068783
  0.363840  0.069118
  0.344815  0.069255
  0.326031  0.069194
  0.307517  0.068934
  0.289304  0.068478
  0.271422  0.067827
  0.253900  0.066982
  0.236767  0.065950
  0.220051  0.064733
  0.203779  0.063338
  0.187977  0.061770
  0.172672  0.060038
  0.157888  0.058148
  0.143648  0.056111
  0.129976  0.053934
  0.116894  0.051629
  0.104421  0.049205
  0.092579  0.046673
  0.081384  0.044044
  0.070854  0.041329
  0.061006  0.038539
  0.051853  0.035687
  0.043410  0.032781
  0.035689  0.029834
  0.028700  0.026856
  0.022455  0.023856
  0.016961  0.020843
  0.012225  0.017826
  0.008254  0.014813
  0.005053  0.011810
  0.002625  0.008822
  0.000973  0.005856
  0.000098  0.002915
  0.000000  0.000000
  0.000673  -0.002837
  0.002109  -0.005549
  0.004306  -0.008132
  0.007258  -0.010588
  0.010960  -0.012914
  0.015405  -0.015111
  0.020584  -0.017176
  0.026489  -0.019111
  0.033108  -0.020914
  0.040432  -0.022584
  0.048447  -0.024123
  0.057141  -0.025530
  0.066498  -0.026805
  0.076506  -0.027950
  0.087147  -0.028966
  0.098404  -0.029854
  0.110262  -0.030617
  0.122700  -0.031257
  0.135701  -0.031778
  0.149245  -0.032183
  0.163312  -0.032476
  0.177880  -0.032663
  0.192929  -0.032748
  0.208436  -0.032736
  0.224379  -0.032635
  0.240734  -0.032450
  0.257478  -0.032189
  0.274587  -0.031858
  0.292036  -0.031466
  0.309800  -0.031020
  0.327852  -0.030528
  0.346168  -0.029997
  0.364720  -0.029437
  0.383481  -0.028853
  0.402442  -0.028254
  0.421668  -0.027616
  0.441017  -0.026927
  0.460460  -0.026191
  0.479968  -0.025415
  0.499511  -0.024604
  0.519059  -0.023765
  0.538583  -0.022902
  0.558052  -0.022020
  0.577438  -0.021125
  0.596710  -0.020221
  0.615839  -0.019311
  0.634795  -0.018400
  0.653550  -0.017490
  0.672074  -0.016586
  0.690339  -0.015690
  0.708316  -0.014804
  0.725978  -0.013931
  0.743297  -0.013072
  0.760247  -0.012230
  0.776800  -0.011406
  0.792931  -0.010602
  0.808614  -0.009819
  0.823826  -0.009058
  0.838541  -0.008320
  0.852738  -0.007607
  0.866393  -0.006918
  0.879486  -0.006256
  0.891994  -0.005622
  0.903899  -0.005016
  0.915181  -0.004439
  0.925823  -0.003893
  0.935807  -0.003378
  0.945118  -0.002896
  0.953740  -0.002447
  0.961659  -0.002033
  0.968864  -0.001655
  0.975342  -0.001314
  0.981083  -0.001010
  0.986077  -0.000745
  0.990317  -0.000519
  0.993795  -0.000333
  0.996507  -0.000188
  0.998446  -0.000083
  0.999611  -0.000021
