naca0009
  1.000000  -0.000000
  0.999615  0.000042
  0.998459  0.000168
  0.996534  0.000377
  0.993844  0.000668
  0.990393  0.001041
  0.986185  0.001493
  0.981228  0.002022
  0.975528  0.002626
  0.969096  0.003303
  0.961940  0.004049
  0.954072  0.004862
  0.945503  0.005738
  0.936248  0.006674
  0.926320  0.007666
  0.915735  0.008710
  0.904508  0.009803
  0.892658  0.010941
  0.880203  0.012118
  0.867161  0.013332
  0.853553  0.014579
  0.839400  0.015853
  0.824724  0.017152
  0.809547  0.018470
  0.793893  0.019803
  0.777785  0.021148
  0.761249  0.022500
  0.744311  0.023855
  0.726995  0.025208
  0.709330  0.026555
  0.691342  0.027891
  0.673059  0.029213
  0.654508  0.030515
  0.635720  0.031792
  0.616723  0.033041
  0.597545  0.034256
  0.578217  0.035432
  0.558769  0.036564
  0.539230  0.037647
  0.519630  0.038676
  0.500000  0.039646
  0.480370  0.040552
  0.460770  0.041388
  0.441231  0.042149
  0.421783  0.042831
  0.402455  0.043429
  0.383277  0.043937
  0.364280  0.044351
  0.345492  0.044668
  0.326941  0.044882
  0.308658  0.044991
  0.290670  0.044992
  0.273005  0.044881
  0.255689  0.044656
  0.238751  0.044316
  0.222215  0.043859
  0.206107  0.043284
  0.190453  0.042591
  0.175276  0.041781
  0.160600  0.040854
  0.146447  0.039812
  0.132839  0.038657
  0.119797  0.037390
  0.107342  0.036016
  0.095492  0.034537
  0.084265  0.032956
  0.073680  0.031279
  0.063752  0.029509
  0.054497  0.027650
  0.045928  0.025707
  0.038060  0.023685
  0.030904  0.021588
  0.024472  0.019420
  0.018772  0.017186
  0.013815  0.014890
  0.009607  0.012536
  0.006156  0.010128
  0.003466  0.007667
  0.001541  0.005158
  0.000385  0.002601
  0.000000  0.000000
  0.000385  -0.002601
  0.001541  -0.005158
  0.003466  -0.007667
  0.006156  -0.010128
  0.009607  -0.012536
  0.013815  -0.014890
  0.018772  -0.017186
  0.024472  -0.019420
  0.030904  -0.021588
  0.038060  -0.023685
  0.045928  -0.025707
  0.054497  -0.027650
  0.063752  -0.029509
  0.073680  -0.031279
  0.084265  -0.032956
  0.095492  -0.034537
  0.107342  -0.036016
  0.119797  -0.037390
  0.132839  -0.038657
  0.146447  -0.039812
  0.160600  -0.040854
  0.175276  -0.041781
  0.190453  -0.042591
  0.206107  -0.043284
  0.222215  -0.043859
  0.238751  -0.044316
  0.255689  -0.044656
  0.273005  -0.044881
  0.290670  -0.044992
  0.308658  -0.044991
  0.326941  -0.044882
  0.345492  -0.044668
  0.364280  -0.044351
  0.383277  -0.043937
  0.402455  -0.043429
  0.421783  -0.042831
  0.441231  -0.042149
  0.460770  -0.041388
  0.480370  -0.040552
  0.500000  -0.039646
  0.519630  -0.038676
  0.539230  -0.037647
  0.558769  -0.036564
  0.578217  -0.035432
  0.597545  -0.034256
  0.616723  -0.033041
  0.635720  -0.031792
  0.654508  -0.030515
  0.673059  -0.029213
  0.691342  -0.027891
  0.709330  -0.026555
  0.726995  -0.025208
  0.744311  -0.023855
  0.761249  -0.022500
  0.777785  -0.021148
  0.793893  -0.019803
  0.809547  -0.018470
  0.824724  -0.017152
  0.839400  -0.015853
  0.853553  -0.014579
  0.867161  -0.013332
  0.880203  -0.012118
  0.892658  -0.010941
  0.904508  -0.009803
  0.915735  -0.008710
  0.926320  -0.007666
  0.936248  -0.006674
  0.945503  -0.005738
  0.954072  -0.004862
  0.961940  -0.004049
  0.969096  -0.003303
  0.975528  -0.002626
  0.981228  -0.002022
  0.986185  -0.001493
  0.990393  -0.001041
  0.993844  -0.000668
  0.996534  -0.000377
  0.998459  -0.000168
  0.999615  -0.000042
